ADULT SERVICES,CAMPS,CHILD SERVICES AND WELFARE,"CITY AGENCY PARKING, MAINTENANCE, AND STORAGE",CULTURAL INSTITUTIONS,DAY CARE AND PRE-KINDERGARTEN,EMERGENCY SERVICES,HEALTH CARE,HIGHER EDUCATION,HISTORICAL SITES,HUMAN SERVICES,JUSTICE AND CORRECTIONS,LIBRARIES,MATERIAL SUPPLIES AND MARKETS,"OFFICES, TRAINING, AND TESTING",OTHER PROPERTY,PARKS AND PLAZAS,PUBLIC SAFETY,SCHOOLS (K-12),SOLID WASTE,TELECOMMUNICATIONS,TRANSPORTATION,VOCATIONAL AND PROPRIETARY SCHOOLS,WATER AND WASTEWATER,YOUTH SERVICES,zip,revised_market_value,Cluster,year,felony_arrest_count,other_arrest_count,misdemeanor_arrest_count,violation_arrest_count,borough
0.0,0.0,5.0,2.0,1.0,4.0,1.0,5.0,0.0,1.0,2.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,5.0,3.0,0.0,9.0,1.0,0.0,4.0,10470,830727.2727272727,3,2016.0,68.0,0.0,203.0,0.0,Bronx
0.0,7.0,7.0,0.0,6.0,23.0,1.0,13.0,2.0,11.0,2.0,0.0,1.0,1.0,1.0,0.0,9.0,0.0,16.0,4.0,0.0,7.0,1.0,2.0,8.0,10471,4231745.647058823,1,2016.0,19.0,0.0,77.0,0.0,Bronx
0.0,0.0,14.0,2.0,1.0,22.0,0.0,6.0,0.0,1.0,12.0,0.0,1.0,0.0,0.0,0.0,14.0,0.0,25.0,10.0,0.0,12.0,0.0,1.0,36.0,10472,508250.0,1,2016.0,1.0,0.0,4.0,0.0,Bronx
0.0,1.0,19.0,5.0,2.0,18.0,2.0,8.0,0.0,0.0,21.0,0.0,2.0,0.0,1.0,1.0,19.0,1.0,31.0,15.0,0.0,25.0,0.0,2.0,50.0,10473,439334.9444444445,1,2016.0,19.0,1.0,73.0,0.0,Bronx
1.0,0.0,9.0,3.0,4.0,4.0,1.0,7.0,0.0,2.0,10.0,2.0,0.0,1.0,1.0,0.0,9.0,0.0,9.0,37.0,0.0,22.0,0.0,7.0,20.0,10474,661000.0,1,2016.0,6.0,0.0,17.0,0.0,Bronx
0.0,0.0,10.0,4.0,2.0,9.0,1.0,7.0,0.0,1.0,9.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,18.0,11.0,0.0,31.0,0.0,2.0,27.0,10475,506000.2,1,2016.0,14.0,0.0,36.0,5.0,Bronx
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10518,815555.0,3,,,,,,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10532,2500000.0,3,,,,,,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,10550,2490666.6666666665,3,2016.0,0.0,0.0,6.0,0.0,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10605,334742.5,3,,,,,,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,10801,3974250.0,3,,,,,,
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,11001,5583347.586206896,3,2016.0,2.0,0.0,9.0,0.0,
0.0,0.0,2.0,0.0,1.0,3.0,1.0,12.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,5.0,11004,7515832.0,3,2016.0,17.0,0.0,42.0,3.0,Queens
0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,11040,7261094.425,3,2016.0,7.0,0.0,4.0,2.0,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11096,0.0,3,,,,,,
3.0,2.0,20.0,15.0,27.0,46.0,4.0,31.0,2.0,6.0,29.0,3.0,3.0,0.0,18.0,0.0,23.0,3.0,27.0,21.0,0.0,94.0,4.0,0.0,68.0,11101,11950522.468085106,0,2016.0,0.0,0.0,1.0,0.0,Queens
2.0,0.0,9.0,1.0,5.0,23.0,2.0,5.0,0.0,1.0,8.0,0.0,1.0,0.0,0.0,0.0,13.0,0.0,9.0,13.0,0.0,12.0,0.0,0.0,31.0,11102,956768.447368421,1,2016.0,6.0,1.0,34.0,2.0,Queens
0.0,0.0,5.0,0.0,5.0,12.0,1.0,4.0,0.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,3.0,1.0,6.0,13.0,0.0,9.0,2.0,0.0,10.0,11103,1067158.3461538462,3,2016.0,34.0,3.0,125.0,7.0,Queens
1.0,0.0,3.0,0.0,7.0,12.0,0.0,2.0,0.0,1.0,5.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,5.0,3.0,0.0,5.0,0.0,0.0,19.0,11104,2474312.086956522,3,2016.0,2.0,1.0,2.0,0.0,Queens
0.0,1.0,3.0,1.0,14.0,21.0,1.0,3.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,8.0,5.0,0.0,20.0,0.0,2.0,7.0,11105,2138163.636363636,3,2016.0,37.0,3.0,48.0,9.0,Queens
4.0,0.0,11.0,2.0,13.0,14.0,0.0,11.0,0.0,3.0,10.0,0.0,1.0,0.0,0.0,0.0,7.0,1.0,13.0,24.0,0.0,10.0,1.0,0.0,33.0,11106,7108606.3,1,2016.0,4.0,0.0,16.0,1.0,Queens
0.0,1.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,11109,18339189.6,3,,,,,,Queens
0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11202,1576500.0,3,,,,,,
0.0,2.0,32.0,0.0,8.0,54.0,2.0,45.0,1.0,5.0,25.0,0.0,1.0,0.0,1.0,0.0,7.0,0.0,40.0,12.0,0.0,11.0,3.0,0.0,62.0,11203,521349.1194029851,1,2016.0,198.0,11.0,340.0,21.0,Brooklyn
2.0,2.0,14.0,2.0,1.0,60.0,1.0,14.0,1.0,2.0,8.0,0.0,2.0,0.0,0.0,0.0,5.0,0.0,53.0,3.0,0.0,7.0,7.0,0.0,36.0,11204,1754170.5190839695,1,2016.0,47.0,2.0,54.0,3.0,Brooklyn
0.0,0.0,14.0,5.0,22.0,26.0,3.0,33.0,2.0,9.0,8.0,0.0,2.0,0.0,2.0,0.0,15.0,2.0,36.0,5.0,0.0,15.0,0.0,2.0,45.0,11205,1224267.6363636365,1,2016.0,3.0,0.0,4.0,2.0,Brooklyn
3.0,2.0,28.0,1.0,10.0,43.0,2.0,48.0,1.0,5.0,41.0,0.0,2.0,0.0,1.0,0.0,36.0,1.0,53.0,15.0,0.0,17.0,1.0,0.0,87.0,11206,1042314.8333333334,0,2016.0,0.0,0.0,2.0,3.0,Brooklyn
1.0,0.0,48.0,6.0,9.0,48.0,4.0,62.0,0.0,6.0,37.0,0.0,3.0,0.0,2.0,0.0,58.0,1.0,55.0,37.0,0.0,53.0,0.0,1.0,83.0,11207,649762.3076923077,0,2016.0,28.0,0.0,36.0,7.0,Brooklyn
1.0,4.0,24.0,14.0,4.0,46.0,2.0,13.0,0.0,7.0,21.0,0.0,1.0,0.0,3.0,1.0,29.0,1.0,39.0,21.0,0.0,25.0,3.0,1.0,55.0,11208,465295.0,0,2016.0,37.0,0.0,129.0,2.0,Brooklyn
0.0,3.0,8.0,0.0,12.0,43.0,1.0,8.0,0.0,5.0,5.0,0.0,2.0,0.0,1.0,0.0,11.0,0.0,19.0,5.0,0.0,7.0,4.0,0.0,43.0,11209,2478414.8169934643,1,2016.0,56.0,6.0,188.0,21.0,Brooklyn
2.0,2.0,18.0,0.0,6.0,38.0,1.0,20.0,1.0,3.0,6.0,0.0,1.0,0.0,1.0,0.0,6.0,1.0,20.0,4.0,0.0,6.0,1.0,0.0,30.0,11210,2732171.974683544,1,2016.0,94.0,4.0,101.0,5.0,Brooklyn
0.0,3.0,21.0,1.0,16.0,54.0,5.0,13.0,0.0,8.0,13.0,0.0,2.0,0.0,1.0,0.0,43.0,1.0,33.0,17.0,0.0,31.0,1.0,0.0,42.0,11211,573469.1914893617,1,2016.0,4.0,0.0,13.0,0.0,Brooklyn
1.0,1.0,51.0,0.0,4.0,43.0,2.0,30.0,0.0,1.0,45.0,1.0,3.0,0.0,1.0,0.0,39.0,2.0,54.0,19.0,0.0,10.0,0.0,0.0,100.0,11212,421576.9230769231,0,2016.0,2.0,0.0,5.0,1.0,Brooklyn
0.0,4.0,28.0,3.0,11.0,49.0,1.0,26.0,0.0,5.0,13.0,0.0,2.0,0.0,1.0,0.0,9.0,1.0,33.0,19.0,0.0,9.0,0.0,0.0,41.0,11213,1068842.857142857,1,2016.0,62.0,10.0,180.0,17.0,Brooklyn
3.0,1.0,13.0,4.0,7.0,31.0,2.0,12.0,0.0,3.0,9.0,0.0,2.0,0.0,1.0,0.0,8.0,1.0,24.0,11.0,0.0,9.0,7.0,1.0,42.0,11214,1590513.1907894737,1,2016.0,49.0,1.0,153.0,7.0,Brooklyn
3.0,13.0,16.0,4.0,55.0,64.0,3.0,14.0,0.0,16.0,7.0,0.0,1.0,0.0,0.0,0.0,18.0,0.0,26.0,20.0,0.0,33.0,0.0,0.0,39.0,11215,2932457.758426966,1,2016.0,5.0,1.0,40.0,3.0,Brooklyn
0.0,6.0,34.0,1.0,14.0,25.0,1.0,23.0,1.0,7.0,32.0,0.0,0.0,0.0,2.0,0.0,18.0,0.0,27.0,30.0,0.0,7.0,2.0,0.0,61.0,11216,549738.2,1,2016.0,27.0,3.0,31.0,5.0,Brooklyn
0.0,2.0,13.0,0.0,71.0,23.0,2.0,17.0,0.0,9.0,24.0,0.0,1.0,0.0,2.0,2.0,18.0,1.0,19.0,13.0,0.0,24.0,3.0,4.0,45.0,11217,1258110.9680851065,1,,,,,,Brooklyn
1.0,2.0,16.0,0.0,20.0,49.0,2.0,11.0,1.0,3.0,5.0,0.0,2.0,0.0,0.0,0.0,14.0,0.0,41.0,13.0,0.0,12.0,1.0,0.0,28.0,11218,1784361.4945054946,1,2016.0,25.0,1.0,60.0,7.0,Brooklyn
1.0,0.0,17.0,0.0,1.0,103.0,2.0,35.0,0.0,3.0,16.0,0.0,2.0,0.0,2.0,0.0,6.0,1.0,60.0,5.0,0.0,23.0,1.0,0.0,35.0,11219,1414942.0191082803,1,2016.0,16.0,0.0,62.0,9.0,Brooklyn
6.0,1.0,18.0,1.0,8.0,59.0,3.0,31.0,0.0,3.0,20.0,0.0,1.0,0.0,1.0,0.0,10.0,1.0,21.0,9.0,0.0,19.0,5.0,3.0,49.0,11220,1075806.7571428572,1,2016.0,94.0,3.0,154.0,13.0,Brooklyn
0.0,1.0,38.0,11.0,4.0,53.0,4.0,12.0,0.0,5.0,31.0,0.0,1.0,0.0,0.0,0.0,22.0,1.0,49.0,28.0,0.0,6.0,0.0,0.0,56.0,11221,777976.3658536585,0,2016.0,5.0,0.0,11.0,1.0,Brooklyn
1.0,3.0,6.0,3.0,18.0,12.0,1.0,3.0,0.0,3.0,5.0,0.0,1.0,0.0,0.0,0.0,16.0,1.0,8.0,31.0,0.0,28.0,0.0,3.0,25.0,11222,1558885.642857143,1,2016.0,20.0,0.0,12.0,1.0,Brooklyn
1.0,2.0,11.0,1.0,0.0,49.0,1.0,22.0,0.0,5.0,14.0,0.0,3.0,0.0,3.0,0.0,12.0,1.0,27.0,5.0,0.0,24.0,1.0,2.0,31.0,11223,1296031.607843137,1,2016.0,31.0,1.0,76.0,6.0,Brooklyn
3.0,5.0,22.0,5.0,9.0,27.0,2.0,25.0,0.0,4.0,30.0,0.0,1.0,0.0,2.0,1.0,19.0,2.0,14.0,6.0,0.0,41.0,0.0,0.0,42.0,11224,8887171.676056338,0,2016.0,11.0,1.0,42.0,2.0,Brooklyn
0.0,3.0,19.0,3.0,17.0,36.0,1.0,6.0,1.0,5.0,16.0,0.0,1.0,0.0,1.0,0.0,10.0,1.0,26.0,9.0,0.0,12.0,1.0,0.0,35.0,11225,1281219.2307692308,1,2016.0,21.0,3.0,66.0,6.0,Brooklyn
1.0,2.0,25.0,1.0,10.0,43.0,1.0,25.0,0.0,12.0,26.0,0.0,2.0,0.0,0.0,0.0,5.0,2.0,27.0,12.0,0.0,16.0,4.0,0.0,40.0,11226,2053135.5263157892,1,2016.0,235.0,4.0,433.0,53.0,Brooklyn
0.0,1.0,4.0,0.0,1.0,28.0,1.0,7.0,0.0,1.0,3.0,0.0,1.0,0.0,0.0,0.0,6.0,0.0,10.0,1.0,0.0,1.0,0.0,0.0,15.0,11228,1274777.024691358,3,2016.0,27.0,2.0,95.0,20.0,Brooklyn
0.0,5.0,12.0,0.0,2.0,45.0,2.0,35.0,0.0,4.0,12.0,0.0,3.0,0.0,0.0,0.0,9.0,0.0,29.0,3.0,0.0,3.0,11.0,0.0,41.0,11229,1756627.056818182,1,2016.0,43.0,1.0,89.0,5.0,Brooklyn
1.0,1.0,9.0,0.0,7.0,53.0,1.0,43.0,1.0,2.0,20.0,0.0,1.0,0.0,2.0,0.0,7.0,1.0,48.0,5.0,0.0,11.0,4.0,0.0,32.0,11230,1624261.0579710144,1,2016.0,48.0,1.0,127.0,9.0,Brooklyn
0.0,5.0,8.0,5.0,26.0,28.0,3.0,11.0,1.0,4.0,10.0,2.0,3.0,0.0,0.0,1.0,20.0,2.0,15.0,9.0,0.0,25.0,0.0,0.0,34.0,11231,859019.8383233533,1,2016.0,3.0,0.0,16.0,1.0,Brooklyn
5.0,0.0,5.0,9.0,11.0,18.0,1.0,13.0,0.0,5.0,9.0,1.0,0.0,2.0,3.0,1.0,5.0,1.0,16.0,18.0,0.0,22.0,1.0,0.0,54.0,11232,1170915.7,1,2016.0,7.0,2.0,21.0,2.0,Brooklyn
0.0,1.0,36.0,4.0,5.0,30.0,5.0,27.0,0.0,3.0,42.0,0.0,2.0,0.0,0.0,1.0,41.0,0.0,30.0,30.0,0.0,7.0,0.0,0.0,59.0,11233,715752.2105263158,0,2016.0,4.0,0.0,11.0,4.0,Brooklyn
0.0,4.0,15.0,3.0,6.0,33.0,2.0,18.0,0.0,5.0,18.0,0.0,3.0,0.0,5.0,0.0,19.0,0.0,18.0,23.0,0.0,19.0,0.0,2.0,40.0,11234,1317274.7149758453,1,2016.0,90.0,3.0,238.0,10.0,Brooklyn
2.0,4.0,19.0,1.0,8.0,66.0,2.0,28.0,1.0,3.0,12.0,0.0,2.0,0.0,1.0,0.0,13.0,1.0,37.0,6.0,0.0,15.0,5.0,6.0,22.0,11235,2013946.7621621625,1,2016.0,39.0,2.0,67.0,6.0,Brooklyn
0.0,3.0,34.0,10.0,2.0,40.0,3.0,19.0,0.0,0.0,17.0,0.0,2.0,0.0,4.0,1.0,12.0,2.0,40.0,20.0,0.0,31.0,2.0,0.0,44.0,11236,1124224.3529411764,0,2016.0,109.0,11.0,236.0,18.0,Brooklyn
4.0,1.0,7.0,8.0,5.0,20.0,2.0,11.0,0.0,3.0,7.0,0.0,1.0,0.0,0.0,0.0,4.0,2.0,17.0,35.0,0.0,14.0,1.0,1.0,54.0,11237,1062902.4137931035,1,2016.0,11.0,1.0,92.0,8.0,Brooklyn
0.0,5.0,12.0,2.0,27.0,40.0,1.0,27.0,2.0,13.0,11.0,0.0,2.0,0.0,2.0,0.0,21.0,2.0,23.0,17.0,0.0,38.0,2.0,0.0,49.0,11238,1800494.9830508474,1,2016.0,0.0,0.0,0.0,1.0,Brooklyn
0.0,0.0,0.0,0.0,2.0,9.0,0.0,2.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,6.0,2.0,0.0,0.0,0.0,2.0,28.0,11239,1768000.0,3,2016.0,17.0,1.0,36.0,0.0,Brooklyn
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,11241,3166666.6666666665,3,,,,,,Brooklyn
0.0,0.0,10.0,4.0,15.0,25.0,1.0,13.0,0.0,1.0,9.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,19.0,3.0,0.0,41.0,1.0,0.0,16.0,11249,829705.3278688524,1,,,,,,Brooklyn
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11352,658494.75,3,,,,,,
0.0,3.0,12.0,12.0,12.0,40.0,2.0,19.0,0.0,12.0,11.0,0.0,1.0,0.0,7.0,0.0,13.0,1.0,13.0,18.0,0.0,42.0,22.0,0.0,23.0,11354,2854214.8969072164,1,2016.0,62.0,0.0,99.0,3.0,Queens
3.0,6.0,12.0,0.0,8.0,36.0,1.0,17.0,0.0,2.0,13.0,0.0,2.0,0.0,0.0,0.0,5.0,0.0,13.0,3.0,0.0,19.0,2.0,1.0,40.0,11355,1597784.5658914729,1,2016.0,67.0,0.0,99.0,0.0,Queens
0.0,0.0,1.0,1.0,2.0,6.0,1.0,2.0,0.0,3.0,2.0,0.0,1.0,0.0,2.0,0.0,7.0,1.0,3.0,7.0,0.0,10.0,0.0,3.0,4.0,11356,6383670.814814814,3,2016.0,28.0,0.0,35.0,0.0,Queens
0.0,1.0,3.0,0.0,2.0,22.0,1.0,6.0,0.0,0.0,6.0,0.0,1.0,0.0,0.0,0.0,8.0,0.0,10.0,3.0,0.0,3.0,2.0,1.0,8.0,11357,2686385.42248062,3,2016.0,30.0,2.0,57.0,0.0,Queens
0.0,4.0,8.0,0.0,6.0,24.0,1.0,6.0,0.0,2.0,2.0,0.0,2.0,0.0,0.0,0.0,4.0,0.0,9.0,1.0,0.0,6.0,3.0,0.0,6.0,11358,1203896.347457627,3,2016.0,83.0,3.0,79.0,2.0,Queens
0.0,1.0,2.0,0.0,2.0,6.0,0.0,2.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,6.0,0.0,3.0,0.0,0.0,2.0,1.0,0.0,8.0,11360,2143640.672131148,3,2016.0,7.0,0.0,22.0,0.0,Queens
1.0,1.0,10.0,1.0,1.0,19.0,1.0,7.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,8.0,1.0,9.0,3.0,0.0,5.0,0.0,0.0,8.0,11361,976231.5375,3,2016.0,19.0,2.0,83.0,2.0,Queens
0.0,4.0,3.0,0.0,1.0,16.0,0.0,8.0,1.0,0.0,6.0,0.0,2.0,0.0,1.0,0.0,9.0,0.0,7.0,2.0,0.0,0.0,0.0,2.0,4.0,11362,4445748.966666667,3,2016.0,10.0,0.0,29.0,1.0,Queens
0.0,0.0,2.0,0.0,2.0,5.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,3.0,11363,2793839.8378378376,3,2016.0,3.0,0.0,5.0,0.0,Queens
0.0,1.0,7.0,0.0,3.0,21.0,1.0,0.0,1.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,11.0,0.0,13.0,2.0,0.0,1.0,0.0,1.0,8.0,11364,7016710.372881356,3,2016.0,16.0,1.0,61.0,2.0,Queens
0.0,1.0,6.0,3.0,1.0,20.0,1.0,11.0,0.0,0.0,5.0,0.0,2.0,0.0,0.0,0.0,10.0,1.0,13.0,3.0,0.0,7.0,0.0,1.0,12.0,11365,784082.734939759,3,2016.0,17.0,1.0,40.0,1.0,Queens
1.0,2.0,3.0,0.0,1.0,19.0,1.0,7.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,10.0,2.0,0.0,1.0,0.0,3.0,10.0,11366,916202.6904761904,3,2016.0,13.0,1.0,26.0,0.0,Queens
0.0,4.0,11.0,0.0,6.0,33.0,0.0,1.0,3.0,1.0,6.0,0.0,1.0,0.0,1.0,0.0,8.0,1.0,13.0,4.0,0.0,2.0,0.0,1.0,28.0,11367,2650386.0875,1,2016.0,23.0,2.0,76.0,3.0,Queens
1.0,0.0,16.0,1.0,5.0,45.0,2.0,14.0,0.0,4.0,14.0,0.0,3.0,2.0,4.0,0.0,19.0,2.0,17.0,10.0,0.0,14.0,0.0,2.0,20.0,11368,1744590.2470588237,1,2016.0,89.0,2.0,206.0,23.0,Queens
0.0,2.0,4.0,1.0,4.0,19.0,1.0,3.0,1.0,0.0,5.0,0.0,1.0,0.0,0.0,0.0,12.0,1.0,6.0,5.0,0.0,14.0,1.0,0.0,9.0,11369,8170029.411764706,3,2016.0,19.0,1.0,66.0,0.0,Queens
0.0,1.0,1.0,0.0,2.0,4.0,0.0,4.0,0.0,1.0,1.0,11.0,0.0,0.0,2.0,0.0,11.0,0.0,7.0,2.0,0.0,6.0,0.0,1.0,4.0,11370,708112.6363636364,3,2016.0,23.0,1.0,34.0,0.0,Queens
3.0,4.0,7.0,0.0,15.0,25.0,1.0,16.0,0.0,2.0,16.0,0.0,1.0,0.0,1.0,0.0,8.0,0.0,10.0,5.0,0.0,10.0,3.0,0.0,42.0,11372,3445869.339285714,1,2016.0,12.0,0.0,49.0,4.0,Queens
0.0,1.0,14.0,2.0,6.0,41.0,2.0,24.0,0.0,5.0,6.0,1.0,1.0,0.0,0.0,0.0,21.0,1.0,26.0,9.0,0.0,17.0,7.0,0.0,51.0,11373,2205014.04,1,2016.0,15.0,0.0,43.0,1.0,Queens
0.0,2.0,2.0,0.0,3.0,31.0,0.0,10.0,1.0,1.0,5.0,0.0,1.0,0.0,0.0,0.0,8.0,0.0,10.0,2.0,0.0,18.0,5.0,1.0,7.0,11374,7247252.414285715,3,2016.0,8.0,0.0,46.0,1.0,Queens
4.0,4.0,5.0,3.0,7.0,40.0,1.0,28.0,1.0,3.0,22.0,0.0,3.0,0.0,6.0,0.0,9.0,1.0,19.0,4.0,0.0,25.0,7.0,0.0,45.0,11375,3269703.6129032257,1,2016.0,5.0,1.0,33.0,0.0,Queens
0.0,0.0,8.0,6.0,13.0,39.0,3.0,21.0,0.0,0.0,14.0,0.0,1.0,0.0,2.0,0.0,26.0,0.0,15.0,24.0,0.0,19.0,3.0,1.0,36.0,11377,2818152.5344827585,1,2016.0,29.0,0.0,68.0,3.0,Queens
0.0,0.0,2.0,8.0,2.0,7.0,1.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,19.0,1.0,7.0,10.0,0.0,24.0,0.0,0.0,10.0,11378,862422.309859155,3,2016.0,23.0,1.0,35.0,1.0,Queens
0.0,2.0,4.0,4.0,2.0,18.0,1.0,1.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,6.0,0.0,11.0,1.0,0.0,4.0,1.0,0.0,13.0,11379,669648.275510204,3,2016.0,12.0,0.0,37.0,1.0,Queens
0.0,2.0,12.0,1.0,8.0,30.0,2.0,11.0,0.0,22.0,10.0,0.0,2.0,0.0,1.0,0.0,19.0,2.0,19.0,13.0,0.0,23.0,5.0,0.0,46.0,11385,827112.7591240876,1,2016.0,55.0,2.0,135.0,10.0,Queens
0.0,0.0,14.0,0.0,1.0,10.0,0.0,1.0,0.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,12.0,0.0,0.0,0.0,0.0,3.0,9.0,11411,423500.0,3,2016.0,51.0,4.0,67.0,2.0,Queens
0.0,3.0,19.0,0.0,8.0,18.0,1.0,3.0,0.0,0.0,9.0,0.0,2.0,0.0,0.0,0.0,4.0,0.0,11.0,7.0,0.0,1.0,0.0,2.0,19.0,11412,445933.82352941175,1,2016.0,82.0,0.0,174.0,7.0,Queens
0.0,1.0,10.0,0.0,6.0,27.0,2.0,5.0,0.0,0.0,7.0,0.0,1.0,0.0,0.0,0.0,8.0,0.0,18.0,6.0,0.0,12.0,0.0,5.0,23.0,11413,478236.8421052632,1,2016.0,48.0,0.0,120.0,8.0,Queens
0.0,1.0,2.0,0.0,1.0,13.0,1.0,4.0,0.0,0.0,4.0,0.0,1.0,0.0,1.0,0.0,7.0,0.0,8.0,1.0,0.0,1.0,0.0,4.0,9.0,11414,2432652.6761904764,3,2016.0,49.0,0.0,44.0,1.0,Queens
0.0,1.0,4.0,2.0,1.0,13.0,0.0,4.0,0.0,3.0,11.0,5.0,0.0,0.0,19.0,0.0,4.0,0.0,5.0,4.0,0.0,6.0,1.0,2.0,9.0,11415,842913.9285714285,3,2016.0,8.0,0.0,10.0,0.0,Queens
0.0,1.0,1.0,0.0,0.0,14.0,0.0,4.0,0.0,1.0,5.0,0.0,0.0,0.0,1.0,0.0,5.0,0.0,6.0,2.0,0.0,12.0,0.0,0.0,7.0,11416,698562.5,3,2016.0,20.0,3.0,80.0,1.0,Queens
0.0,0.0,4.0,1.0,0.0,10.0,1.0,5.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,12.0,1.0,8.0,4.0,0.0,18.0,1.0,0.0,10.0,11417,554525.5370370371,3,2016.0,27.0,0.0,48.0,10.0,Queens
0.0,0.0,4.0,2.0,4.0,15.0,2.0,38.0,0.0,4.0,5.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,13.0,12.0,0.0,11.0,1.0,5.0,11.0,11418,1942287.313432836,1,2016.0,6.0,1.0,46.0,8.0,Queens
0.0,0.0,7.0,0.0,0.0,11.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,5.0,3.0,0.0,2.0,2.0,1.0,11.0,11419,469101.6949152543,3,2016.0,103.0,4.0,187.0,11.0,Queens
0.0,0.0,10.0,2.0,1.0,17.0,0.0,4.0,0.0,0.0,4.0,0.0,1.0,0.0,1.0,0.0,9.0,0.0,15.0,3.0,0.0,10.0,0.0,8.0,15.0,11420,560351.724137931,3,2016.0,60.0,1.0,159.0,9.0,Queens
0.0,0.0,4.0,0.0,1.0,8.0,1.0,1.0,1.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,5.0,3.0,0.0,5.0,1.0,0.0,10.0,11421,1266205.8823529412,3,2016.0,69.0,0.0,139.0,17.0,Queens
0.0,2.0,3.0,0.0,0.0,11.0,1.0,1.0,0.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,5.0,2.0,9.0,4.0,0.0,5.0,0.0,2.0,8.0,11422,1453771.2142857143,3,2016.0,42.0,0.0,81.0,10.0,Queens
0.0,2.0,8.0,0.0,0.0,12.0,1.0,5.0,0.0,0.0,7.0,0.0,1.0,0.0,1.0,0.0,4.0,0.0,7.0,8.0,0.0,12.0,2.0,4.0,8.0,11423,2031017.7051282048,3,2016.0,14.0,0.0,41.0,0.0,Queens
